OA,PCT
E00000652,PCT0441
E00000653,PCT0441
E00000654,PCT0441
E00000655,PCT0801
E00000656,PCT0801
E00000657,PCT0801
E00000658,PCT0441
E00000659,PCT0441
E00000660,PCT0441
E00000661,PCT0801
E00000662,PCT0441
E00000663,PCT0441
E00000664,PCT0441
E00000665,PCT0801
E00000666,PCT0441
E00000667,PCT0441
E00000668,PCT0801
E00000669,PCT0801
E00000670,PCT0801
E00000671,PCT0801
E00000672,PCT0801
E00000674,PCT0801
E00000675,PCT0801
E00000676,PCT0801
E00000677,PCT0801
E00000678,PCT0801
E00000679,PCT0801
E00000680,PCT0801
E00000681,PCT0801
E00000682,PCT0801
E00000683,PCT0801
E00000684,PCT0801
E00000685,PCT0801
E00000686,PCT0801
E00000687,PCT0801
E00000688,PCT0801
E00000689,PCT0801
E00000690,PCT0801
E00000691,PCT0801
E00000692,PCT0801
E00000693,PCT0801
E00000694,PCT0801
E00000695,PCT0801
E00000696,PCT0801
E00000697,PCT0801
E00000698,PCT0801
E00000699,PCT0801
E00000700,PCT0801
E00000701,PCT0801
E00000702,PCT0801
E00000703,PCT0801
E00000704,PCT0801
E00000705,PCT0801
E00000706,PCT0801
E00000707,PCT0801
E00000708,PCT0801
E00000709,PCT0801
E00000710,PCT0801
E00000711,PCT0801
E00000712,PCT0801
E00000713,PCT0801
E00000714,PCT0801
E00000715,PCT0801
E00000716,PCT0801
E00000717,PCT0801
E00000718,PCT0801
E00000719,PCT0801
E00000720,PCT0801
E00000721,PCT0801
E00000722,PCT0801
E00000723,PCT0801
E00000724,PCT0801
E00000725,PCT0801
E00000726,PCT0801
E00000727,PCT0801
E00000728,PCT0801
E00000729,PCT0801
E00000730,PCT0801
E00000731,PCT0801
E00000732,PCT0801
E00000733,PCT0801
E00000734,PCT0801
E00000736,PCT0801
E00000737,PCT0801
E00000738,PCT0801
E00000739,PCT0801
E00000740,PCT0801
E00000742,PCT0801
E00000743,PCT0801
E00000744,PCT0801
E00000745,PCT0801
E00000746,PCT0801
E00000747,PCT0801
E00000748,PCT0801
E00000749,PCT0801
E00000750,PCT0801
E00000751,PCT0801
E00000752,PCT0801
E00000754,PCT0801
E00000755,PCT0801
E00000756,PCT0801
E00000757,PCT0801
E00000758,PCT0801
E00000760,PCT0801
E00000761,PCT0801
E00000762,PCT0801
E00000763,PCT0801
E00000764,PCT0801
E00000765,PCT0801
E00000766,PCT0801
E00000767,PCT0801
E00000768,PCT0801
E00000769,PCT0800
E00000770,PCT0800
E00000771,PCT0800
E00000772,PCT0800
E00000773,PCT0800
E00000774,PCT0800
E00000775,PCT0800
E00000776,PCT0800
E00000777,PCT0800
E00000778,PCT0800
E00000779,PCT0800
E00000780,PCT0800
E00000781,PCT0800
E00000782,PCT0800
E00000783,PCT0800
E00000785,PCT0800
E00000786,PCT0800
E00000787,PCT0800
E00000788,PCT0800
E00000789,PCT0800
E00000790,PCT0800
E00000791,PCT0800
E00000792,PCT0800
E00000793,PCT0800
E00000794,PCT0800
E00000795,PCT0800
E00000796,PCT0800
E00000797,PCT0800
E00000798,PCT0800
E00000799,PCT0800
E00000800,PCT0800
E00000801,PCT0800
E00000802,PCT0800
E00000803,PCT0800
E00000804,PCT0800
E00000805,PCT0800
E00000806,PCT0800
E00000807,PCT0800
E00000808,PCT0800
E00000809,PCT0800
E00000810,PCT0800
E00000811,PCT0800
E00000812,PCT0800
E00000813,PCT0800
E00000814,PCT0800
E00000815,PCT0800
E00000816,PCT0800
E00000817,PCT0800
E00000818,PCT0800
E00000819,PCT0096
E00000820,PCT0096
E00000821,PCT0096
E00000822,PCT0096
E00000823,PCT0096
E00000824,PCT0096
E00000825,PCT0096
E00000826,PCT0096
E00000827,PCT0096
E00000828,PCT0096
E00000829,PCT0096
E00000830,PCT0096
E00000831,PCT0096
E00000832,PCT0096
E00000833,PCT0096
E00000834,PCT0096
E00000835,PCT0096
E00000836,PCT0096
E00000837,PCT0096
E00000838,PCT0096
E00000839,PCT0096
E00000840,PCT0096
E00000841,PCT0096
E00000842,PCT0096
E00000843,PCT0096
E00000844,PCT0096
E00000845,PCT0096
E00000846,PCT0096
E00000847,PCT0096
E00000848,PCT0096
E00000849,PCT0096
E00000850,PCT0096
E00000851,PCT0096
E00000852,PCT0096
E00000853,PCT0096
E00000854,PCT0096
E00000855,PCT0096
E00000856,PCT0096
E00000857,PCT0800
E00000858,PCT0096
E00000859,PCT0096
E00000860,PCT0096
E00000861,PCT0096
E00000862,PCT0096
E00000863,PCT0096
E00000864,PCT0096
E00000865,PCT0096
E00000866,PCT0096
E00000867,PCT0096
E00000868,PCT0096
E00000869,PCT0096
E00000870,PCT0800
E00000871,PCT0800
E00000872,PCT0800
E00000873,PCT0800
E00000874,PCT0800
E00000875,PCT0800
E00000876,PCT0800
E00000877,PCT0800
E00000878,PCT0800
E00000879,PCT0800
E00000880,PCT0800
E00000881,PCT0800
E00000882,PCT0800
E00000883,PCT0800
E00000884,PCT0800
E00000885,PCT0800
E00000886,PCT0800
E00000887,PCT0800
E00000888,PCT0800
E00000889,PCT0800
E00000890,PCT0800
E00000891,PCT0800
E00000892,PCT0800
E00000893,PCT0800
E00000894,PCT0800
E00000895,PCT0800
E00000896,PCT0800
E00000897,PCT0800
E00000898,PCT0800
E00000899,PCT0800
E00000900,PCT0800
E00000901,PCT0800
E00000902,PCT0800
E00000903,PCT0800
E00000904,PCT0800
E00000905,PCT0800
E00000906,PCT0800
E00000907,PCT0800
E00000908,PCT0800
E00000909,PCT0800
E00000910,PCT0800
E00000911,PCT0800
E00000912,PCT0800
E00000913,PCT0800
E00000914,PCT0800
E00000915,PCT0800
E00000916,PCT0800
E00000917,PCT0800
E00000918,PCT0800
E00000919,PCT0800
E00000920,PCT0800
E00000921,PCT0800
E00000922,PCT0441
E00000923,PCT0441
E00000924,PCT0441
E00000925,PCT0441
E00000926,PCT0441
E00000927,PCT0441
E00000928,PCT0441
E00000929,PCT0441
E00000930,PCT0441
E00000931,PCT0441
E00000932,PCT0441
E00000933,PCT0441
E00000934,PCT0441
E00000935,PCT0441
E00000936,PCT0441
E00000937,PCT0441
E00000938,PCT0441
E00000939,PCT0441
E00000940,PCT0441
E00000941,PCT0441
E00000942,PCT0441
E00000943,PCT0441
E00000944,PCT0441
E00000945,PCT0441
E00000946,PCT0441
E00000947,PCT0441
E00000948,PCT0441
E00000949,PCT0441
E00000950,PCT0441
E00000951,PCT0441
E00000952,PCT0441
E00000953,PCT0441
E00000954,PCT0441
E00000955,PCT0441
E00000956,PCT0441
E00000957,PCT0441
E00000958,PCT0441
E00000959,PCT0441
E00000960,PCT0441
E00000961,PCT0441
E00000962,PCT0441
E00000963,PCT0441
E00000964,PCT0441
E00000965,PCT0441
E00000966,PCT0800
E00000967,PCT0800
E00000968,PCT0800
E00000969,PCT0800
E00000970,PCT0800
E00000971,PCT0800
E00000972,PCT0800
E00000973,PCT0800
E00000974,PCT0800
E00000975,PCT0800
E00000976,PCT0800
E00000977,PCT0800
E00000978,PCT0800
E00000979,PCT0800
E00000980,PCT0800
E00000981,PCT0800
E00000982,PCT0800
E00000983,PCT0800
E00000984,PCT0801
E00000985,PCT0800
E00000986,PCT0800
E00000987,PCT0800
E00000988,PCT0800
E00000989,PCT0800
E00000990,PCT0800
E00000991,PCT0800
E00000992,PCT0800
E00000993,PCT0800
E00000994,PCT0800
E00000995,PCT0800
E00000996,PCT0800
E00000997,PCT0801
E00000998,PCT0801
E00000999,PCT0800
E00001000,PCT0800
E00001001,PCT0801
E00001002,PCT0801
E00001003,PCT0801
E00001004,PCT0800
E00001005,PCT0800
E00001006,PCT0801
E00001007,PCT0800
E00001008,PCT0800
E00001009,PCT0800
E00001010,PCT0800
E00001011,PCT0800
E00001012,PCT0801
E00001013,PCT0801
E00001014,PCT0801
E00001015,PCT0800
E00001016,PCT0801
E00001017,PCT0801
E00001018,PCT0800
E00001019,PCT0800
E00001020,PCT0801
E00001021,PCT0801
E00001022,PCT0801
E00001023,PCT0801
E00001024,PCT0801
E00001025,PCT0800
E00001026,PCT0801
E00001027,PCT0800
E00001028,PCT0800
E00001029,PCT0801
E00001030,PCT0800
E00001031,PCT0800
E00001032,PCT0801
E00001033,PCT0801
E00001034,PCT0801
E00001035,PCT0800
E00001036,PCT0801
E00001037,PCT0800
E00001038,PCT0800
E00001039,PCT0801
E00001040,PCT0801
E00001041,PCT0801
E00001042,PCT0801
E00001043,PCT0801
E00001044,PCT0801
E00001045,PCT0801
E00001046,PCT0800
E00001047,PCT0801
E00001048,PCT0801
E00001049,PCT0800
E00001050,PCT0801
E00001051,PCT0801
E00001052,PCT0801
E00001053,PCT0801
E00001054,PCT0801
E00001055,PCT0801
E00001056,PCT0801
E00001057,PCT0800
E00001058,PCT0801
E00001059,PCT0801
E00001060,PCT0801
E00001061,PCT0801
E00001062,PCT0801
E00001063,PCT0801
E00001064,PCT0801
E00001065,PCT0801
E00001066,PCT0801
E00001067,PCT0801
E00001068,PCT0801
E00001069,PCT0801
E00001070,PCT0801
E00001071,PCT0801
E00001072,PCT0801
E00001073,PCT0801
E00001074,PCT0801
E00001075,PCT0801
E00001076,PCT0801
E00001077,PCT0801
E00001078,PCT0801
E00001079,PCT0801
E00001080,PCT0801
E00001081,PCT0801
E00001082,PCT0801
E00001083,PCT0801
E00001084,PCT0801
E00001085,PCT0801
E00001086,PCT0801
E00001087,PCT0801
E00001088,PCT0801
E00001089,PCT0801
E00001090,PCT0801
E00001091,PCT0801
E00001092,PCT0801
E00001093,PCT0801
E00001094,PCT0801
E00001095,PCT0801
E00001096,PCT0801
E00001097,PCT0801
E00001098,PCT0801
E00001099,PCT0801
E00001100,PCT0801
E00001101,PCT0801
E00001102,PCT0801
E00001103,PCT0801
E00001104,PCT0801
E00001105,PCT0801
E00001106,PCT0801
E00001107,PCT0441
E00001108,PCT0801
E00001109,PCT0441
E00001110,PCT0441
E00001111,PCT0441
E00001112,PCT0441
E00001113,PCT0441
E00001114,PCT0801
E00001115,PCT0441
E00001116,PCT0441
E00001117,PCT0801
E00001118,PCT0801
E00001119,PCT0441
E00001120,PCT0441
E00001121,PCT0441
E00001122,PCT0801
E00001123,PCT0801
E00001124,PCT0441
E00001125,PCT0441
E00001126,PCT0441
E00001127,PCT0801
E00001128,PCT0441
E00001129,PCT0441
E00001130,PCT0801
E00001131,PCT0801
E00001132,PCT0441
E00001133,PCT0441
E00001134,PCT0441
E00001135,PCT0801
E00001136,PCT0441
E00001137,PCT0441
E00001138,PCT0441
E00001139,PCT0801
E00001140,PCT0441
E00001141,PCT0441
E00001142,PCT0441
E00001143,PCT0801
E00001144,PCT0801
E00001145,PCT0441
E00001146,PCT0441
E00001147,PCT0441
E00001148,PCT0441
E00001149,PCT0801
E00001150,PCT0801
E00001151,PCT0801
E00001152,PCT0801
E00001153,PCT0801
E00001154,PCT0441
E00001155,PCT0801
E00001156,PCT0801
E00001157,PCT0801
E00001158,PCT0801
E00001159,PCT0801
E00001160,PCT0801
E00001161,PCT0801
E00001162,PCT0801
E00001163,PCT0801
E00001164,PCT0801
E00001165,PCT0801
E00001166,PCT0801
E00001167,PCT0801
E00001168,PCT0801
E00001169,PCT0801
E00001170,PCT0801
E00001171,PCT0801
E00001172,PCT0801
E00001173,PCT0801
E00001174,PCT0801
E00001175,PCT0801
E00001176,PCT0801
E00001177,PCT0801
E00001178,PCT0801
E00001179,PCT0801
E00001180,PCT0801
E00001181,PCT0801
E00001182,PCT0801
E00001183,PCT0801
E00001184,PCT0801
E00001185,PCT0801
E00001186,PCT0801
E00001187,PCT0801
E00001188,PCT0801
E00001189,PCT0801
E00001191,PCT0801
E00001192,PCT0801
E00001193,PCT0801
E00001194,PCT0801
E00001195,PCT0801
E00001196,PCT0801
E00001197,PCT0801
E00001198,PCT0801
E00001199,PCT0801
E00001200,PCT0801
E00001201,PCT0801
E00001202,PCT0801
E00001203,PCT0801
E00001204,PCT0801
E00001205,PCT0801
E00001206,PCT0096
E00001207,PCT0096
E00001208,PCT0096
E00001209,PCT0096
E00001210,PCT0096
E00001211,PCT0096
E00001212,PCT0096
E00001213,PCT0096
E00001214,PCT0096
E00001215,PCT0096
E00001216,PCT0096
E00001217,PCT0096
E00001218,PCT0096
E00001219,PCT0096
E00001220,PCT0096
E00001221,PCT0096
E00001222,PCT0096
E00001223,PCT0096
E00001224,PCT0096
E00001225,PCT0096
E00001226,PCT0096
E00001227,PCT0096
E00001228,PCT0096
E00001229,PCT0096
E00001230,PCT0096
E00001231,PCT0096
E00001232,PCT0096
E00001233,PCT0096
E00001234,PCT0096
E00001235,PCT0096
E00001236,PCT0096
E00001237,PCT0096
E00001238,PCT0096
E00001239,PCT0096
E00001240,PCT0096
E00001241,PCT0096
E00001242,PCT0096
E00001243,PCT0096
E00001244,PCT0096
E00001245,PCT0096
E00001246,PCT0096
E00001247,PCT0096
E00001248,PCT0096
E00001249,PCT0096
E00001250,PCT0096
E00001251,PCT0096
E00001252,PCT0096
E00001253,PCT0096
E00001254,PCT0096
E00001255,PCT0801
E00001256,PCT0801
E00001257,PCT0801
E00001258,PCT0801
E00001259,PCT0801
E00001260,PCT0801
E00001261,PCT0801
E00001262,PCT0801
E00001263,PCT0801
E00001265,PCT0801
E00001266,PCT0801
E00001267,PCT0801
E00001268,PCT0801
E00001269,PCT0801
E00001270,PCT0801
E00001271,PCT0801
E00001272,PCT0801
E00001273,PCT0801
E00001274,PCT0801
E00001275,PCT0801
E00001276,PCT0801
E00001277,PCT0801
E00001278,PCT0801
E00001279,PCT0801
E00001280,PCT0801
E00001281,PCT0801
E00001282,PCT0801
E00001283,PCT0801
E00001284,PCT0801
E00001285,PCT0801
E00001286,PCT0801
E00001288,PCT0801
E00001289,PCT0801
E00001290,PCT0801
E00001291,PCT0801
E00001292,PCT0801
E00001293,PCT0801
E00001294,PCT0801
E00001295,PCT0801
E00001296,PCT0801
E00001297,PCT0801
E00001298,PCT0801
E00001299,PCT0801
E00001300,PCT0801
E00001301,PCT0801
